region,percentile,f_ghz,gamma_dB_per_km
selva,90,7.0,0.0211755765670378
selva,90,7.0,0.0195601037120313
selva,90,7.0,0.0200550202282245
selva,90,11.0,0.0505443190870333
selva,90,11.0,0.0519464302802235
selva,90,11.0,0.047910493432946
selva,90,11.0,0.0491425443434715
selva,90,11.0,0.0505324617389166
selva,90,11.0,0.0519345729321068
selva,90,11.0,0.0478984289379711
selva,90,11.0,0.0491304798484966
selva,90,15.0,0.0945024462260183
selva,90,15.0,0.0972209233204587
selva,90,15.0,0.0893297655641971
selva,90,15.0,0.0917175177436846
selva,90,15.0,0.0944810796976247
selva,90,15.0,0.0971995567920651
selva,90,15.0,0.0893080257643787
selva,90,15.0,0.0916957779438662
selva,90,18.0,0.1429061615623804
selva,90,18.0,0.147311353206458
selva,90,18.0,0.1343228990695405
selva,90,18.0,0.138188367486845
selva,90,18.0,0.1428762741118658
selva,90,18.0,0.1472814657559433
selva,90,18.0,0.13429248948782
selva,90,18.0,0.1381579579051244
selva,90,23.0,0.3830375950634024
selva,90,23.0,0.398632602338474
selva,90,23.0,0.3499653970242506
selva,90,23.0,0.3636757082590603
selva,90,23.0,0.3829915268201143
selva,90,23.0,0.3985865340951858
selva,90,23.0,0.3499185239726898
selva,90,23.0,0.3636288352074995
selva,90,32.0,0.3749153606059338
selva,90,32.0,0.3864056618640828
selva,90,32.0,0.352661167807248
selva,90,32.0,0.3627614322442853
selva,90,32.0,0.3748367960636503
selva,90,32.0,0.3863270973217994
selva,90,32.0,0.3525812307491259
selva,90,32.0,0.3626814951861634
selva,90,38.0,0.5019240365931716
selva,90,38.0,0.5178315836908028
selva,90,38.0,0.4708290260286064
selva,90,38.0,0.4848150454189226
selva,90,38.0,0.5018234079368026
selva,90,38.0,0.5177309550344338
selva,90,38.0,0.4707266393982116
selva,90,38.0,0.4847126587885277
selva,95,6.0,0.0152301999501681
selva,95,6.0,0.0156729705977926
selva,95,6.0,0.0144499513255296
selva,95,6.0,0.0148389862284869
selva,95,6.0,0.0152262970918339
selva,95,6.0,0.0156690677394583
